product-id,base-url,date,clouds
LT05_L1TP_231089_19850127_20170219_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19850127_20170219_01_T1,1985-01-27,1.0
LT05_L1TP_231089_19860114_20170218_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19860114_20170218_01_T1,1986-01-14,21.0
LT05_L1TP_231089_19860130_20170218_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19860130_20170218_01_T1,1986-01-30,68.0
LT05_L1TP_231089_19860303_20170218_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19860303_20170218_01_T1,1986-03-03,67.0
LT05_L1TP_231089_19860319_20170218_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19860319_20170218_01_T1,1986-03-19,4.0
LT05_L1TP_231089_19860725_20170217_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19860725_20170217_01_T1,1986-07-25,44.0
LT05_L1TP_231089_19860810_20170216_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19860810_20170216_01_T1,1986-08-10,32.0
LT05_L1TP_231089_19860911_20170216_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19860911_20170216_01_T1,1986-09-11,8.0
LT05_L1TP_231089_19860927_20170216_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19860927_20170216_01_T1,1986-09-27,1.0
LT05_L1TP_231089_19861013_20170216_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19861013_20170216_01_T1,1986-10-13,60.0
LT05_L1TP_231089_19861029_20170216_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19861029_20170216_01_T1,1986-10-29,3.0
LT05_L1TP_231089_19861114_20170216_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19861114_20170216_01_T1,1986-11-14,26.0
LT05_L1TP_231089_19980216_20161225_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19980216_20161225_01_T1,1998-02-16,31.0
LT05_L1TP_231089_19980320_20161225_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19980320_20161225_01_T1,1998-03-20,15.0
LT05_L1TP_231089_19980608_20161224_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19980608_20161224_01_T1,1998-06-08,24.0
LT05_L1TP_231089_19980912_20161223_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19980912_20161223_01_T1,1998-09-12,69.0
LT05_L1TP_231089_19980928_20161221_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19980928_20161221_01_T1,1998-09-28,46.0
LT05_L1TP_231089_19981014_20161221_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19981014_20161221_01_T1,1998-10-14,10.0
LT05_L1TP_231089_19981217_20161220_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19981217_20161220_01_T1,1998-12-17,0.0
LT05_L1TP_231089_19990118_20161219_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19990118_20161219_01_T1,1999-01-18,3.0
LT05_L1TP_231089_19990307_20161219_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19990307_20161219_01_T1,1999-03-07,79.0
LT05_L1TP_231089_19990323_20161218_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19990323_20161218_01_T1,1999-03-23,63.0
LT05_L1TP_231089_19990408_20161218_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19990408_20161218_01_T1,1999-04-08,0.0
LT05_L1TP_231089_19990713_20161217_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19990713_20161217_01_T1,1999-07-13,3.0
LT05_L1TP_231089_19990729_20161217_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19990729_20161217_01_T1,1999-07-29,21.0
LT05_L1TP_231089_19990814_20161216_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19990814_20161216_01_T1,1999-08-14,2.0
LT05_L1TP_231089_19990915_20161218_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19990915_20161218_01_T1,1999-09-15,73.0
LT05_L1TP_231089_19991118_20161216_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19991118_20161216_01_T1,1999-11-18,36.0
LT05_L1TP_231089_19991220_20161215_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_19991220_20161215_01_T1,1999-12-20,0.0
LT05_L1TP_231089_20010107_20161212_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20010107_20161212_01_T1,2001-01-07,37.0
LT05_L1TP_231089_20010123_20161212_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20010123_20161212_01_T1,2001-01-23,16.0
LT05_L1TP_231089_20010208_20161212_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20010208_20161212_01_T1,2001-02-08,0.0
LT05_L1TP_231089_20010328_20161211_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20010328_20161211_01_T1,2001-03-28,0.0
LT05_L1TP_231089_20010429_20161211_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20010429_20161211_01_T1,2001-04-29,0.0
LT05_L1TP_231089_20010515_20161211_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20010515_20161211_01_T1,2001-05-15,63.0
LT05_L1TP_231089_20010616_20161211_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20010616_20161211_01_T1,2001-06-16,18.0
LT05_L1TP_231089_20010718_20161210_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20010718_20161210_01_T1,2001-07-18,50.0
LT05_L1TP_231089_20010819_20161210_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20010819_20161210_01_T1,2001-08-19,28.0
LT05_L1TP_231089_20010904_20161210_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20010904_20161210_01_T1,2001-09-04,40.0
LT05_L1TP_231089_20010920_20161210_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20010920_20161210_01_T1,2001-09-20,2.0
LT05_L1TP_231089_20011006_20161210_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20011006_20161210_01_T1,2001-10-06,71.0
LT05_L1TP_231089_20011209_20161209_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20011209_20161209_01_T1,2001-12-09,1.0
LT05_L1TP_231089_20011225_20161209_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20011225_20161209_01_T1,2001-12-25,0.0
LT05_L1TP_231089_20020110_20161209_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20020110_20161209_01_T1,2002-01-10,8.0
LT05_L1TP_231089_20020126_20161210_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20020126_20161210_01_T1,2002-01-26,0.0
LT05_L1TP_231089_20020211_20161208_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20020211_20161208_01_T1,2002-02-11,15.0
LT05_L1TP_231089_20020331_20161209_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20020331_20161209_01_T1,2002-03-31,0.0
LT05_L1TP_231089_20020705_20161207_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20020705_20161207_01_T1,2002-07-05,43.0
LT05_L1TP_231089_20020721_20161207_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20020721_20161207_01_T1,2002-07-21,15.0
LT05_L1TP_231089_20031012_20161203_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20031012_20161203_01_T1,2003-10-12,3.0
LT05_L1TP_231089_20031028_20161204_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20031028_20161204_01_T1,2003-10-28,39.0
LT05_L1TP_231089_20031231_20161203_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20031231_20161203_01_T1,2003-12-31,0.0
LT05_L1TP_231089_20040201_20161203_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20040201_20161203_01_T1,2004-02-01,2.0
LT05_L1TP_231089_20040217_20161202_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20040217_20161202_01_T1,2004-02-17,67.0
LT05_L1TP_231089_20040304_20161202_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20040304_20161202_01_T1,2004-03-04,0.0
LT05_L1TP_231089_20040320_20161203_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20040320_20161203_01_T1,2004-03-20,0.0
LT05_L1TP_231089_20040507_20161201_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20040507_20161201_01_T1,2004-05-07,65.0
LT05_L1TP_231089_20040523_20161202_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20040523_20161202_01_T1,2004-05-23,32.0
LT05_L1TP_231089_20040608_20161201_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20040608_20161201_01_T1,2004-06-08,50.0
LT05_L1TP_231089_20040710_20161130_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20040710_20161130_01_T1,2004-07-10,18.0
LT05_L1TP_231089_20040811_20161129_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20040811_20161129_01_T1,2004-08-11,53.0
LT05_L1TP_231089_20040827_20161130_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20040827_20161130_01_T1,2004-08-27,28.0
LT05_L1TP_231089_20040912_20161129_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20040912_20161129_01_T1,2004-09-12,73.0
LT05_L1TP_231089_20040928_20161129_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20040928_20161129_01_T1,2004-09-28,7.0
LT05_L1TP_231089_20041014_20161128_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20041014_20161128_01_T1,2004-10-14,78.0
LT05_L1TP_231089_20041030_20161128_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20041030_20161128_01_T1,2004-10-30,24.0
LT05_L1TP_231089_20041201_20161128_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20041201_20161128_01_T1,2004-12-01,44.0
LT05_L1TP_231089_20041217_20161129_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20041217_20161129_01_T1,2004-12-17,57.0
LT05_L1TP_231089_20050118_20161128_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050118_20161128_01_T1,2005-01-18,9.0
LT05_L1TP_231089_20050219_20161127_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050219_20161127_01_T1,2005-02-19,0.0
LT05_L1TP_231089_20050307_20161128_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050307_20161128_01_T1,2005-03-07,47.0
LT05_L1TP_231089_20050408_20161127_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050408_20161127_01_T1,2005-04-08,19.0
LT05_L1TP_231089_20050424_20161126_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050424_20161126_01_T1,2005-04-24,2.0
LT05_L1TP_231089_20050510_20161127_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050510_20161127_01_T1,2005-05-10,53.0
LT05_L1TP_231089_20050526_20161127_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050526_20161127_01_T1,2005-05-26,19.0
LT05_L1TP_231089_20050611_20161125_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050611_20161125_01_T1,2005-06-11,53.0
LT05_L1TP_231089_20050627_20161125_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050627_20161125_01_T1,2005-06-27,33.0
LT05_L1TP_231089_20050713_20161125_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050713_20161125_01_T1,2005-07-13,34.0
LT05_L1TP_231089_20050729_20161125_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050729_20161125_01_T1,2005-07-29,52.0
LT05_L1TP_231089_20050814_20161124_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050814_20161124_01_T1,2005-08-14,7.0
LT05_L1TP_231089_20050830_20161124_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050830_20161124_01_T1,2005-08-30,20.0
LT05_L1TP_231089_20050915_20161124_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050915_20161124_01_T1,2005-09-15,1.0
LT05_L1TP_231089_20051001_20161124_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20051001_20161124_01_T1,2005-10-01,76.0
LT05_L1TP_231089_20051017_20161124_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20051017_20161124_01_T1,2005-10-17,25.0
LT05_L1TP_231089_20051102_20161124_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20051102_20161124_01_T1,2005-11-02,77.0
LT05_L1TP_231089_20051118_20161123_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20051118_20161123_01_T1,2005-11-18,35.0
LT05_L1TP_231089_20060206_20161123_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060206_20161123_01_T1,2006-02-06,44.0
LT05_L1TP_231089_20060310_20161122_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060310_20161122_01_T1,2006-03-10,1.0
LT05_L1TP_231089_20060427_20161122_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060427_20161122_01_T1,2006-04-27,2.0
LT05_L1TP_231089_20060614_20161121_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060614_20161121_01_T1,2006-06-14,4.0
LT05_L1TP_231089_20060630_20161120_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060630_20161120_01_T1,2006-06-30,41.0
LT05_L1TP_231089_20060801_20161120_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060801_20161120_01_T1,2006-08-01,13.0
LT05_L1TP_231089_20060902_20161119_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060902_20161119_01_T1,2006-09-02,44.0
LT05_L1TP_231089_20060918_20161118_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060918_20161118_01_T1,2006-09-18,54.0
LT05_L1TP_231089_20061004_20161118_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20061004_20161118_01_T1,2006-10-04,69.0
LT05_L1TP_231089_20061020_20161118_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20061020_20161118_01_T1,2006-10-20,3.0
LT05_L1TP_231089_20061105_20161117_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20061105_20161117_01_T1,2006-11-05,17.0
LT05_L1TP_231089_20061121_20161117_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20061121_20161117_01_T1,2006-11-21,4.0
LT05_L1TP_231089_20061207_20161117_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20061207_20161117_01_T1,2006-12-07,1.0
LT05_L1TP_231089_20061223_20161117_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20061223_20161117_01_T1,2006-12-23,50.0
LT05_L1TP_231089_20070108_20161117_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070108_20161117_01_T1,2007-01-08,0.0
LT05_L1TP_231089_20070124_20161117_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070124_20161117_01_T1,2007-01-24,0.0
LT05_L1TP_231089_20070209_20161116_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070209_20161116_01_T1,2007-02-09,0.0
LT05_L1TP_231089_20070225_20161116_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070225_20161116_01_T1,2007-02-25,12.0
LT05_L1TP_231089_20070313_20161116_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070313_20161116_01_T1,2007-03-13,61.0
LT05_L1TP_231089_20070329_20161115_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070329_20161115_01_T1,2007-03-29,5.0
LT05_L1TP_231089_20070414_20161115_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070414_20161115_01_T1,2007-04-14,22.0
LT05_L1TP_231089_20070601_20161114_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070601_20161114_01_T1,2007-06-01,43.0
LT05_L1TP_231089_20070617_20161112_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070617_20161112_01_T1,2007-06-17,3.0
LT05_L1TP_231089_20070703_20161112_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070703_20161112_01_T1,2007-07-03,58.0
LT05_L1TP_231089_20070719_20161112_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070719_20161112_01_T1,2007-07-19,37.0
LT05_L1TP_231089_20070804_20161112_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070804_20161112_01_T1,2007-08-04,55.0
LT05_L1TP_231089_20070905_20161111_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070905_20161111_01_T1,2007-09-05,30.0
LT05_L1TP_231089_20110308_20161210_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20110308_20161210_01_T1,2011-03-08,0.0
LT05_L1TP_231089_20110324_20161208_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20110324_20161208_01_T1,2011-03-24,10.0
LT05_L1TP_231089_20080111_20161102_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20080111_20161102_01_T1,2008-01-11,72.0
LT05_L1TP_231089_20080212_20161101_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20080212_20161101_01_T1,2008-02-12,54.0
LT05_L1TP_231089_20080228_20161101_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20080228_20161101_01_T1,2008-02-28,7.0
LT05_L1TP_231089_20081009_20161029_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20081009_20161029_01_T1,2008-10-09,63.0
LT05_L1TP_231089_20081110_20161028_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20081110_20161028_01_T1,2008-11-10,1.0
LT05_L1TP_231089_20081126_20161028_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20081126_20161028_01_T1,2008-11-26,22.0
LT05_L1TP_231089_20081212_20161028_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20081212_20161028_01_T1,2008-12-12,9.0
LT05_L1TP_231089_20081228_20161028_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20081228_20161028_01_T1,2008-12-28,10.0
LT05_L1TP_231089_20090113_20161028_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20090113_20161028_01_T1,2009-01-13,13.0
LT05_L1TP_231089_20090214_20161027_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20090214_20161027_01_T1,2009-02-14,29.0
LT05_L1TP_231089_20090403_20161027_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20090403_20161027_01_T1,2009-04-03,49.0
LT05_L1TP_231089_20090926_20161020_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20090926_20161020_01_T1,2009-09-26,20.0
LT05_L1TP_231089_20091028_20161018_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20091028_20161018_01_T1,2009-10-28,64.0
LT05_L1TP_231089_20091113_20161018_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20091113_20161018_01_T1,2009-11-13,23.0
LT05_L1TP_231089_20091129_20161017_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20091129_20161017_01_T1,2009-11-29,33.0
LT05_L1TP_231089_20091215_20161017_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20091215_20161017_01_T1,2009-12-15,58.0
LT05_L1TP_231089_20100201_20161017_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20100201_20161017_01_T1,2010-02-01,1.0
LT05_L1TP_231089_20100217_20161016_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20100217_20161016_01_T1,2010-02-17,71.0
LT05_L1TP_231089_20100321_20161016_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20100321_20161016_01_T1,2010-03-21,26.0
LT05_L1TP_231089_20100913_20161013_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20100913_20161013_01_T1,2010-09-13,14.0
LT05_L1TP_231089_20100929_20161012_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20100929_20161012_01_T1,2010-09-29,1.0
LT05_L1TP_231089_20101015_20161012_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20101015_20161012_01_T1,2010-10-15,61.0
LT05_L1TP_231089_20101116_20161012_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20101116_20161012_01_T1,2010-11-16,16.0
LT05_L1TP_231089_20101202_20161012_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20101202_20161012_01_T1,2010-12-02,19.0
LT05_L1TP_231089_20101218_20161011_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20101218_20161011_01_T1,2010-12-18,14.0
LT05_L1TP_231089_20110103_20161011_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20110103_20161011_01_T1,2011-01-03,39.0
LT05_L1TP_231089_20110119_20161011_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20110119_20161011_01_T1,2011-01-19,38.0
LT05_L1TP_231089_20110204_20161011_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20110204_20161011_01_T1,2011-02-04,7.0
LT05_L1TP_231089_20110220_20161010_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20110220_20161010_01_T1,2011-02-20,41.0
LT05_L1TP_231089_20110916_20161006_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20110916_20161006_01_T1,2011-09-16,58.0
LT05_L1TP_231089_20111002_20161005_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20111002_20161005_01_T1,2011-10-02,5.0
LT05_L1TP_231089_20111018_20161005_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20111018_20161005_01_T1,2011-10-18,2.0
LT05_L1TP_231089_20111103_20161005_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20111103_20161005_01_T1,2011-11-03,8.0
